"unit_id","unit_category_cd","unit_cd","name","created_at","updated_at","deleted_at"
666,"1010507","29","「に」の識別",,,
667,"1010508","30","単語・語彙",,,
668,"1010508","31","古文常識",,,
669,"1010509","32","漢文",,,
670,"1010509","33","漢詩",,,
671,"1010510","34","返り点・書き下し",,,
672,"1010510","35","再読文字",,,
673,"1010510","36","使役形",,,
674,"1010510","37","受身形",,,
675,"1010510","38","否定形",,,
676,"1010510","39","疑問形・反語形",,,
677,"1010510","40","比較形・最上形",,,
678,"1010510","41","限定形・累加形",,,
679,"1010510","42","部分否定形",,,
680,"1010510","43","仮定形・二重否定形",,,
681,"1010510","44","抑揚形",,,
682,"1010511","45","漢字",,,
683,"1010599","99","その他",,,
684,"1110501","01","古文読解",,,
685,"1110502","02","和歌",,,
686,"1110503","03","動詞",,,
687,"1110503","04","形容詞",,,
688,"1110503","05","形容動詞",,,
689,"1110504","06","助動詞の基礎",,,
690,"1110504","07","助動詞1　「き」「けり」",,,
691,"1110504","08","助動詞2「つ」「ぬ」",,,
692,"1110504","09","助動詞3「ず」",,,
693,"1110504","10","助動詞4「たり」「り」",,,
694,"1110504","11","助動詞5「る」「らる」",,,
695,"1110504","12","助動詞6「す」「さす」「しむ」",,,
696,"1110504","13","助動詞7「な」「むず」「じ」",,,
697,"1110504","14","助動詞8「らむ「けむ」",,,
698,"1110504","15","助動詞9「べし」「まじ」",,,
699,"1110504","16","助動詞10「なり」「なり」",,,
700,"1110504","17","助動詞11「めり」「らし」音便",,,
701,"1110504","18","助動詞12「まし」「まほし」",,,
702,"1110505","19","助詞1　格助詞",,,
703,"1110505","20","助詞2　接続助詞",,,
704,"1110505","21","助詞3　副助詞",,,
705,"1110505","22","助詞4　係助詞",,,
706,"1110505","23","助詞5　終助詞",,,
707,"1110506","24","敬語",,,
708,"1110507","25","「ぬ（ね）」の識別",,,
709,"1110507","26","「る・れ」の識別",,,
710,"1110507","27","「なり」の識別",,,
711,"1110507","28","「なむ」の識別",,,
712,"1110507","29","「に」の識別",,,
713,"1110508","30","単語・語彙",,,
714,"1110508","31","古文常識",,,
715,"1110509","32","漢文",,,
716,"1110509","33","漢詩",,,
717,"1110510","34","返り点・書き下し",,,
718,"1110510","35","再読文字",,,
719,"1110510","36","使役形",,,
720,"1110510","37","受身形",,,
721,"1110510","38","否定形",,,
722,"1110510","39","疑問形・反語形",,,
723,"1110510","40","比較形・最上形",,,
724,"1110510","41","限定形・累加形",,,
725,"1110510","42","部分否定形",,,
726,"1110510","43","仮定形・二重否定形",,,
727,"1110510","44","抑揚形",,,
728,"1110511","45","漢字",,,
729,"1110599","99","その他",,,
730,"1210501","01","古文読解",,,
731,"1210502","02","和歌",,,
732,"1210503","03","動詞",,,
733,"1210503","04","形容詞",,,
734,"1210503","05","形容動詞",,,
735,"1210504","06","助動詞の基礎",,,
736,"1210504","07","助動詞1　「き」「けり」",,,
737,"1210504","08","助動詞2「つ」「ぬ」",,,
738,"1210504","09","助動詞3「ず」",,,
739,"1210504","10","助動詞4「たり」「り」",,,
740,"1210504","11","助動詞5「る」「らる」",,,
741,"1210504","12","助動詞6「す」「さす」「しむ」",,,
742,"1210504","13","助動詞7「な」「むず」「じ」",,,
743,"1210504","14","助動詞8「らむ「けむ」",,,
744,"1210504","15","助動詞9「べし」「まじ」",,,
745,"1210504","16","助動詞10「なり」「なり」",,,
746,"1210504","17","助動詞11「めり」「らし」音便",,,
747,"1210504","18","助動詞12「まし」「まほし」",,,
748,"1210505","19","助詞1　格助詞",,,
749,"1210505","20","助詞2　接続助詞",,,
750,"1210505","21","助詞3　副助詞",,,
751,"1210505","22","助詞4　係助詞",,,
752,"1210505","23","助詞5　終助詞",,,
753,"1210506","24","敬語",,,
754,"1210507","25","「ぬ（ね）」の識別",,,
755,"1210507","26","「る・れ」の識別",,,
756,"1210507","27","「なり」の識別",,,
757,"1210507","28","「なむ」の識別",,,
758,"1210507","29","「に」の識別",,,
759,"1210508","30","単語・語彙",,,
760,"1210508","31","古文常識",,,
761,"1210509","32","漢文",,,
762,"1210509","33","漢詩",,,
763,"1210510","34","返り点・書き下し",,,
764,"1210510","35","再読文字",,,
765,"1210510","36","使役形",,,
766,"1210510","37","受身形",,,
767,"1210510","38","否定形",,,
768,"1210510","39","疑問形・反語形",,,
769,"1210510","40","比較形・最上形",,,
770,"1210510","41","限定形・累加形",,,
771,"1210510","42","部分否定形",,,
772,"1210510","43","仮定形・二重否定形",,,
773,"1210510","44","抑揚形",,,
774,"1210511","45","漢字",,,
775,"1210599","99","その他",,,
776,"0510601","01","季節と動物・植物",,,
777,"0510601","02","季節と昆虫",,,
778,"0510602","03","物の状態",,,
779,"0510602","04","物の状態と体積",,,
780,"0510602","05","空気の温度と体積",,,
781,"0510602","06","水の温度と体積",,,
782,"0510602","07","金属の温度と体積",,,
783,"0510603","08","金属などのあたたまり方",,,
784,"0510603","09","水や空気のあたたまり方",,,
785,"0510603","10","大地のあたたまり方",,,
786,"0510603","11","熱の移動と温度変化",,,
787,"0510604","12","星座と星",,,
788,"0510604","13","四季の星座",,,
789,"0510604","14","星の日周運動",,,
790,"0510604","15","星の年周運動",,,
791,"0510605","16","気温と地温",,,
792,"0510605","17","雲と雨",,,
793,"0510605","18","風向・風速・風力",,,
794,"0510605","19","湿度",,,
795,"0510606","20","天気を作り出すもの",,,
796,"0510606","21","気圧と風",,,
797,"0510606","22","気団と前線",,,
798,"0510606","23","天気の変化",,,
799,"0510607","24","てこの3点と利用",,,
800,"0510607","25","てこのつり合い",,,
801,"0510607","26","棒の長さと重心",,,
802,"0510607","27","棒に重さがあるてこのつり合い",,,
803,"0510607","28","輪軸",,,
804,"0510608","29","植物の分類",,,
805,"0510608","30","根のつくりとはたらき",,,
806,"0510608","31","茎のつくりとはたらき",,,
807,"0510608","32","葉のつくりとはたらき",,,
808,"0510609","33","種子のつくり",,,
809,"0510609","34","種子の発芽と成長",,,
810,"0510609","35","花のつくりと受粉",,,
811,"0510609","36","いろいろな花",,,
812,"0510609","37","果実",,,
813,"0510610","38","水溶液",,,
814,"0510610","39","溶解度",,,
815,"0510610","40","水溶液の濃さ",,,
816,"0510610","41","溶質の取り出し方",,,
817,"0510611","42","ふり子の運動",,,
818,"0510611","43","ふり子のおもりがぶつかる力",,,
819,"0510611","44","斜面を転がる球の運動",,,
820,"0510611","45","慣性の法則",,,
821,"0510612","46","いろいろな星",,,
822,"0510612","47","月の満ち欠け",,,
823,"0510612","48","月の出入りと南中",,,
824,"0510612","49","月の動き",,,
825,"0510612","50","月といろいろな現象",,,
826,"0510613","51","ヒトの生活と気体",,,
827,"0510613","52","気体の集め方",,,
828,"0510613","53","気体の性質とつくり方",,,
829,"0510613","54","水素の発生",,,
830,"0510613","55","二酸化炭素の発生",,,
831,"0510613","56","酸素の発生",,,
832,"0510614","57","光合成",,,
833,"0510614","58","呼吸",,,
834,"0510614","59","光合成と呼吸",,,
835,"0510614","60","植物と水(蒸散)",,,
836,"0510615","61","地球のようす",,,
837,"0510615","62","地球の歴史",,,
838,"0510615","63","地球上の位置",,,
839,"0510616","64","環境と植物",,,
840,"0510616","65","自然界のつり合い",,,
841,"0510616","66","地球温暖化",,,
842,"0510617","67","てこのつり合い",,,
843,"0510617","68","滑車",,,
844,"0510617","69","輪軸",,,
845,"0510618","70","水溶液の分類",,,
846,"0510618","71","酸・アルカリ水溶液の中和",,,
847,"0510618","72","中和の計算",,,
848,"0510619","73","食物と養分",,,
849,"0510619","74","消化",,,
850,"0510619","75","養分の吸収",,,
851,"0510619","76","動物の消化器官",,,
852,"0510620","77","ヒトの呼吸",,,
853,"0510620","78","ヒトの心臓と血管",,,
854,"0510620","79","血管の循環",,,
855,"0510620","80","排出器官",,,
856,"0510620","81","いろいろな動物の呼吸と血液循環",,,
857,"0510621","82","物の燃焼",,,
858,"0510621","83","いろいろな物の燃え方",,,
859,"0510621","84","金属の燃え方",,,
860,"0510621","85","金属のさび",,,
861,"0510622","86","ばね",,,
862,"0510622","87","浮力",,,
863,"0510622","88","圧力",,,
864,"0510623","89","流水のはたらき",,,
865,"0510623","90","地層",,,
866,"0510623","91","堆積岩",,,
867,"0510623","92","化石",,,
868,"0510624","93","光の性質",,,
869,"0510624","94","面の明るさ",,,
870,"0510624","95","光と鏡",,,
871,"0510624","96","光ととつレンズ",,,
872,"0510624","97","音",,,
873,"0510625","01","地球のつくりと火山",,,
874,"0510625","02","火山の噴火",,,
875,"0510625","01","火成岩",,,
876,"0510625","02","地震",,,
877,"0510626","03","いろいろな動物のおすとめす",,,
878,"0510626","04","動物のふえ方",,,
879,"0510626","05","産卵数(産子数)と生存率",,,
880,"0510626","06","ヒトの誕生",,,
881,"0510627","07","乾電池のつなぎ方",,,
882,"0510627","08","豆電球のつなぎ方",,,
883,"0510627","09","スイッチのある回路",,,
884,"0510627","10","電熱線と電気抵抗",,,
885,"0510627","11","電熱線と発熱",,,
886,"0510628","12","方位磁針のふれ方と電流",,,
887,"0510628","13","磁針におよぼす力の大きさ",,,
888,"0510628","14","電磁石",,,
889,"0510629","15","太陽のようす",,,
890,"0510629","16","太陽の１日の動き",,,
891,"0510629","17","太陽の１年の動き",,,
892,"0510629","18","日影曲線",,,
893,"0510630","19","日の出と日の入りの時間",,,
894,"0510630","20","昼の長さと南中時刻",,,
895,"0510630","21","地温・気温の変化",,,
896,"0510699","99","その他",,,
897,"1011401","01","地球と地図",,,
898,"1011402","02","大地形",,,
899,"1011402","03","小地形",,,
900,"1011402","04","地形図",,,
901,"1011402","05","気候要素と気候因子",,,
902,"1011402","06","気候区分と植生・土壌",,,
903,"1011402","07","陸水と海洋",,,
904,"1011402","08","農業",,,
905,"1011402","09","林業・水産業",,,
906,"1011402","10","エネルギー・鉱産資源",,,
907,"1011402","11","工業",,,
908,"1011402","12","地域開発と環境問題",,,
909,"1011402","13","人口",,,
910,"1011402","14","村落と都市",,,
911,"1011402","15","商業・観光業",,,
912,"1011402","16","交通・通信",,,
913,"1011402","17","貿易と資本の移動",,,
914,"1011402","18","国家・民族",,,
915,"1011403","19","東アジア",,,
916,"1011403","20","東南アジア・南アジア",,,
917,"1011403","21","西アジア・アフリカ",,,
918,"1011403","22","ヨーロッパ",,,
919,"1011403","23","ロシアと周辺諸国（旧ソ連諸国）",,,
920,"1011403","24","アングロアメリカ",,,
921,"1011403","25","ラテンアメリカ",,,
922,"1011403","26","オセアニア",,,
923,"1011403","27","日本",,,
924,"1011404","28","東アジアの自然環境・韓国・北朝鮮",,,
925,"1011404","29","中国の自然環境と生活文化",,,
926,"1011404","30","中国の産業の発展",,,
927,"1011404","31","東南アジアの自然環境",,,
928,"1011404","32","東南アジアの生活と文化",,,
929,"1011404","33","ASEANの経済発展と各国地誌",,,
930,"1011404","34","南アジアの自然環境と生活・文化",,,
931,"1011404","35","南アジア諸国",,,
932,"1011404","36","西アジアの自然環境と生活・文化",,,
933,"1011404","37","西アジア諸国",,,
934,"1011405","38","アフリカの自然環境と生活・文化",,,
935,"1011405","39","アフリカ諸国",,,
936,"1011406","40","ヨーロッパの自然環境",,,
937,"1011406","41","ヨーロッパの生活と文化",,,
938,"1011406","42","ヨーロッパの農業の地域的特色",,,
939,"1011406","43","ヨーロッパの工業とEUの発展",,,
940,"1011406","44","ロシアと周辺諸国",,,
941,"1011407","45","アングロアメリカの自然環境",,,
942,"1011407","46","アメリカ合衆国の生活・文化と農業の発展",,,
943,"1011407","47","アメリカ合衆国の工業の発展",,,
944,"1011407","48","カナダの自然環境と生活・文化・産業",,,
945,"1011408","49","ラテンアメリカの自然環境",,,
946,"1011408","50","ラテンアメリカの生活と文化",,,
947,"1011408","51","ラテンアメリカの産業の発展",,,
948,"1011409","52","オセアニアの自然環境",,,
949,"1011409","53","オセアニアの生活・文化と産業",,,
950,"1011409","54","ニュージーランドとオセアニア島嶼部，両極地方",,,
951,"1011410","55","日本の自然環境",,,
952,"1011410","56","日本の農林水産業と食糧需給",,,
953,"1011410","57","日本の人口と都市問題",,,
954,"1011410","58","日本の工業の発展と貿易の動向",,,
955,"1011411","01","地図の情報と世界地図",,,
956,"1011411","02","地図で見る世界（各種統計地図）",,,
957,"1011412","03","大地形",,,
958,"1011412","04","プレートテクトニクス",,,
959,"1011412","05","平野",,,
960,"1011412","06","海岸の地形",,,
961,"1011412","07","氷河地形・カルスト地形・乾燥地帯・サンゴ礁海岸",,,
962,"1011412","08","地形図読図の基本",,,
963,"1011412","09","扇状地",,,
964,"1011412","10","氾濫原と（洪積）台地",,,
965,"1011412","11","気温",,,
966,"1011412","12","降水量",,,
967,"1011412","13","風",,,
968,"1011412","14","世界の気候",,,
969,"1011412","15","植生・土壌",,,
970,"1011413","16","農業の立地条件",,,
971,"1011413","17","農作物の特色と栽培条件",,,
972,"1011413","18","世界の農業地域1",,,
973,"1011413","19","世界の農業地域2",,,
974,"1011413","20","農業統計の分析",,,
975,"1011413","21","世界の水産業と水産資源",,,
976,"1011413","22","林産資源の需給",,,
977,"1011413","23","エネルギー資源とその需給",,,
978,"1011413","24","鉱産資源とその利用",,,
979,"1011413","25","工業立地と各種工業",,,
980,"1011413","26","先進国の工業化と発展途上国の工業化",,,
981,"1011413","27","工業製品の統計",,,
982,"1011413","28","開発と環境破壊",,,
983,"1011413","29","大陸規模の環境問題",,,
984,"1011413","30","地球的規模の環境問題",,,
985,"1011414","31","村落の立地と人々の生活",,,
986,"1011414","32","衣・食・住の文化",,,
987,"1011414","33","都市の立地と大都市圏の拡大",,,
988,"1011414","34","先進国の都市化と都市問題",,,
989,"1011414","35","発展途上国の都市化と都市問題",,,
990,"1011414","36","世界の人口",,,
991,"1011414","37","世界の人口問題・食料問題",,,
992,"1011414","38","国家と国家群",,,
993,"1011414","39","人種・民族と民族・領土問題",,,
994,"1011415","40","交通の発達",,,
995,"1011415","41","情報通信システムの発達と流通業の変化",,,
996,"1011415","42","世界の貿易",,,
997,"1011415","43","貿易による日本と世界の結びつき",,,
998,"1011499","99","その他",,,
999,"1111401","01","地球と地図",,,
1000,"1111402","02","大地形",,,
1001,"1111402","03","小地形",,,
1002,"1111402","04","地形図",,,
1003,"1111402","05","気候要素と気候因子",,,
1004,"1111402","06","気候区分と植生・土壌",,,
1005,"1111402","07","陸水と海洋",,,
1006,"1111402","08","農業",,,
1007,"1111402","09","林業・水産業",,,
1008,"1111402","10","エネルギー・鉱産資源",,,
1009,"1111402","11","工業",,,
1010,"1111402","12","地域開発と環境問題",,,
1011,"1111402","13","人口",,,
1012,"1111402","14","村落と都市",,,
1013,"1111402","15","商業・観光業",,,
1014,"1111402","16","交通・通信",,,
1015,"1111402","17","貿易と資本の移動",,,
1016,"1111402","18","国家・民族",,,
1017,"1111403","19","東アジア",,,
1018,"1111403","20","東南アジア・南アジア",,,
1019,"1111403","21","西アジア・アフリカ",,,
1020,"1111403","22","ヨーロッパ",,,
1021,"1111403","23","ロシアと周辺諸国（旧ソ連諸国）",,,
1022,"1111403","24","アングロアメリカ",,,
1023,"1111403","25","ラテンアメリカ",,,
1024,"1111403","26","オセアニア",,,
1025,"1111403","27","日本",,,
1026,"1111404","28","東アジアの自然環境・韓国・北朝鮮",,,
1027,"1111404","29","中国の自然環境と生活文化",,,
1028,"1111404","30","中国の産業の発展",,,
1029,"1111404","31","東南アジアの自然環境",,,
1030,"1111404","32","東南アジアの生活と文化",,,
1031,"1111404","33","ASEANの経済発展と各国地誌",,,
1032,"1111404","34","南アジアの自然環境と生活・文化",,,
1033,"1111404","35","南アジア諸国",,,
1034,"1111404","36","西アジアの自然環境と生活・文化",,,
1035,"1111404","37","西アジア諸国",,,
1036,"1111405","38","アフリカの自然環境と生活・文化",,,
1037,"1111405","39","アフリカ諸国",,,
1038,"1111406","40","ヨーロッパの自然環境",,,
1039,"1111406","41","ヨーロッパの生活と文化",,,
1040,"1111406","42","ヨーロッパの農業の地域的特色",,,
1041,"1111406","43","ヨーロッパの工業とEUの発展",,,
1042,"1111406","44","ロシアと周辺諸国",,,
1043,"1111407","45","アングロアメリカの自然環境",,,
1044,"1111407","46","アメリカ合衆国の生活・文化と農業の発展",,,
1045,"1111407","47","アメリカ合衆国の工業の発展",,,
1046,"1111407","48","カナダの自然環境と生活・文化・産業",,,
1047,"1111408","49","ラテンアメリカの自然環境",,,
1048,"1111408","50","ラテンアメリカの生活と文化",,,
1049,"1111408","51","ラテンアメリカの産業の発展",,,
1050,"1111409","52","オセアニアの自然環境",,,
1051,"1111409","53","オセアニアの生活・文化と産業",,,
1052,"1111409","54","ニュージーランドとオセアニア島嶼部，両極地方",,,
1053,"1111410","55","日本の自然環境",,,
1054,"1111410","56","日本の農林水産業と食糧需給",,,
1055,"1111410","57","日本の人口と都市問題",,,
1056,"1111410","58","日本の工業の発展と貿易の動向",,,
1057,"1111411","59","地図の情報と世界地図",,,
1058,"1111411","60","地図で見る世界（各種統計地図）",,,
1059,"1111412","61","大地形",,,
1060,"1111412","62","プレートテクトニクス",,,
1061,"1111412","63","平野",,,
1062,"1111412","64","海岸の地形",,,
1063,"1111412","65","氷河地形・カルスト地形・乾燥地帯・サンゴ礁海岸",,,
1064,"1111412","66","地形図読図の基本",,,
1065,"1111412","67","扇状地",,,
1066,"1111412","68","氾濫原と（洪積）台地",,,
1067,"1111412","69","気温",,,
1068,"1111412","70","降水量",,,
1069,"1111412","71","風",,,
1070,"1111412","72","世界の気候",,,
1071,"1111412","73","植生・土壌",,,
1072,"1111413","01","農業の立地条件",,,
1073,"1111413","02","農作物の特色と栽培条件",,,
1074,"1111413","03","世界の農業地域1",,,
1075,"1111413","04","世界の農業地域2",,,
1076,"1111413","05","農業統計の分析",,,
1077,"1111413","06","世界の水産業と水産資源",,,
1078,"1111413","07","林産資源の需給",,,
1079,"1111413","08","エネルギー資源とその需給",,,
1080,"1111413","09","鉱産資源とその利用",,,
1081,"1111413","10","工業立地と各種工業",,,
1082,"1111413","11","先進国の工業化と発展途上国の工業化",,,
1083,"1111413","12","工業製品の統計",,,
1084,"1111413","13","開発と環境破壊",,,
1085,"1111413","14","大陸規模の環境問題",,,
1086,"1111413","15","地球的規模の環境問題",,,
1087,"1111414","16","村落の立地と人々の生活",,,
1088,"1111414","17","衣・食・住の文化",,,
1089,"1111414","18","都市の立地と大都市圏の拡大",,,
1090,"1111414","19","先進国の都市化と都市問題",,,
1091,"1111414","20","発展途上国の都市化と都市問題",,,
1092,"1111414","21","世界の人口",,,
1093,"1111414","22","世界の人口問題・食料問題",,,
1094,"1111414","23","国家と国家群",,,
1095,"1111414","24","人種・民族と民族・領土問題",,,
1096,"1111415","25","交通の発達",,,
1097,"1111415","26","情報通信システムの発達と流通業の変化",,,
1098,"1111415","27","世界の貿易",,,
1099,"1111415","28","貿易による日本と世界の結びつき",,,
1100,"1111499","99","その他",,,
1101,"1211401","01","地球と地図",,,
1102,"1211402","02","大地形",,,
1103,"1211402","03","小地形",,,
1104,"1211402","04","地形図",,,
1105,"1211402","05","気候要素と気候因子",,,
1106,"1211402","06","気候区分と植生・土壌",,,
1107,"1211402","07","陸水と海洋",,,
1108,"1211402","08","農業",,,
1109,"1211402","09","林業・水産業",,,
1110,"1211402","10","エネルギー・鉱産資源",,,
1111,"1211402","11","工業",,,
1112,"1211402","12","地域開発と環境問題",,,
1113,"1211402","13","人口",,,
1114,"1211402","14","村落と都市",,,
1115,"1211402","15","商業・観光業",,,
1116,"1211402","16","交通・通信",,,
1117,"1211402","17","貿易と資本の移動",,,
1118,"1211402","18","国家・民族",,,
1119,"1211403","19","東アジア",,,
1120,"1211403","20","東南アジア・南アジア",,,
1121,"1211403","21","西アジア・アフリカ",,,
1122,"1211403","22","ヨーロッパ",,,
1123,"1211403","23","ロシアと周辺諸国（旧ソ連諸国）",,,
1124,"1211403","24","アングロアメリカ",,,
1125,"1211403","25","ラテンアメリカ",,,
1126,"1211403","26","オセアニア",,,
1127,"1211403","27","日本",,,
1128,"1211404","28","東アジアの自然環境・韓国・北朝鮮",,,
1129,"1211404","29","中国の自然環境と生活文化",,,
1130,"1211404","30","中国の産業の発展",,,
1131,"1211404","31","東南アジアの自然環境",,,
1132,"1211404","32","東南アジアの生活と文化",,,
1133,"1211404","33","ASEANの経済発展と各国地誌",,,
1134,"1211404","34","南アジアの自然環境と生活・文化",,,
1135,"1211404","35","南アジア諸国",,,
1136,"1211404","36","西アジアの自然環境と生活・文化",,,
1137,"1211404","37","西アジア諸国",,,
1138,"1211405","38","アフリカの自然環境と生活・文化",,,
1139,"1211405","39","アフリカ諸国",,,
1140,"1211406","40","ヨーロッパの自然環境",,,
1141,"1211406","41","ヨーロッパの生活と文化",,,
1142,"1211406","42","ヨーロッパの農業の地域的特色",,,
1143,"1211406","43","ヨーロッパの工業とEUの発展",,,
1144,"1211406","44","ロシアと周辺諸国",,,
1145,"1211407","45","アングロアメリカの自然環境",,,
1146,"1211407","46","アメリカ合衆国の生活・文化と農業の発展",,,
1147,"1211407","47","アメリカ合衆国の工業の発展",,,
1148,"1211407","48","カナダの自然環境と生活・文化・産業",,,
1149,"1211408","01","ラテンアメリカの自然環境",,,
1150,"1211408","02","ラテンアメリカの生活と文化",,,
1151,"1211408","03","ラテンアメリカの産業の発展",,,
1152,"1211409","04","オセアニアの自然環境",,,
1153,"1211409","05","オセアニアの生活・文化と産業",,,
1154,"1211409","06","ニュージーランドとオセアニア島嶼部，両極地方",,,
1155,"1211410","07","日本の自然環境",,,
1156,"1211410","08","日本の農林水産業と食糧需給",,,
1157,"1211410","09","日本の人口と都市問題",,,
1158,"1211410","10","日本の工業の発展と貿易の動向",,,
1159,"1211411","11","地図の情報と世界地図",,,
1160,"1211411","12","地図で見る世界（各種統計地図）",,,
1161,"1211412","13","大地形",,,
1162,"1211412","14","プレートテクトニクス",,,
1163,"1211412","15","平野",,,
1164,"1211412","16","海岸の地形",,,
1165,"1211412","17","氷河地形・カルスト地形・乾燥地帯・サンゴ礁海岸",,,
1166,"1211412","18","地形図読図の基本",,,
1167,"1211412","19","扇状地",,,
1168,"1211412","20","氾濫原と（洪積）台地",,,
1169,"1211412","21","気温",,,
1170,"1211412","22","降水量",,,
1171,"1211412","23","風",,,
1172,"1211412","24","世界の気候",,,
1173,"1211412","25","植生・土壌",,,
1174,"1211413","26","農業の立地条件",,,
1175,"1211413","27","農作物の特色と栽培条件",,,
1176,"1211413","28","世界の農業地域1",,,
1177,"1211413","29","世界の農業地域2",,,
1178,"1211413","30","農業統計の分析",,,
1179,"1211413","31","世界の水産業と水産資源",,,
1180,"1211413","32","林産資源の需給",,,
1181,"1211413","33","エネルギー資源とその需給",,,
1182,"1211413","34","鉱産資源とその利用",,,
1183,"1211413","35","工業立地と各種工業",,,
1184,"1211413","36","先進国の工業化と発展途上国の工業化",,,
1185,"1211413","37","工業製品の統計",,,
1186,"1211413","38","開発と環境破壊",,,
1187,"1211413","39","大陸規模の環境問題",,,
1188,"1211413","40","地球的規模の環境問題",,,
1189,"1211414","41","村落の立地と人々の生活",,,
1190,"1211414","42","衣・食・住の文化",,,
1191,"1211414","43","都市の立地と大都市圏の拡大",,,
1192,"1211414","44","先進国の都市化と都市問題",,,
1193,"1211414","45","発展途上国の都市化と都市問題",,,
1194,"1211414","46","世界の人口",,,
1195,"1211414","47","世界の人口問題・食料問題",,,
1196,"1211414","48","国家と国家群",,,
1197,"1211414","49","人種・民族と民族・領土問題",,,
1198,"1211415","50","交通の発達",,,
1199,"1211415","51","情報通信システムの発達と流通業の変化",,,
1200,"1211415","52","世界の貿易",,,
1201,"1211415","53","貿易による日本と世界の結びつき",,,
1202,"1211499","99","その他",,,
1203,"0610601","01","植物の分類とつくり",,,
1204,"0610601","02","植物の成長",,,
1205,"0610601","03","植物のはたらき",,,
1206,"0610601","04","植物と環境",,,
1207,"0610602","05","地球",,,
1208,"0610602","06","太陽",,,
1209,"0610602","07","月",,,
1210,"0610603","08","電流と抵抗",,,
1211,"0610603","09","電流と磁界",,,
1212,"0610604","10","水溶液の性質",,,
1213,"0610604","11","水溶液の中和",,,
1214,"0610605","12","星座と星",,,
1215,"0610605","13","太陽系の星",,,
1216,"0610606","14","光",,,
1217,"0610606","15","音",,,
1218,"0610607","16","物の燃焼",,,
1219,"0610607","17","熱のはたらき",,,
1220,"0610607","18","物質の状態変化",,,
1221,"0610608","19","無セキツイ動物",,,
1222,"0610608","20","セキツイ動物",,,
1223,"0610608","21","動物と環境",,,
1224,"0610609","22","大地の変化",,,
1225,"0610609","23","火山",,,
1226,"0610609","24","地震",,,
1227,"0610610","25","物の運動",,,
1228,"0610610","26","てこのつり合い",,,
1229,"0610611","27","気体の性質",,,
1230,"0610611","28","気体の発生",,,
1231,"0610611","29","金属",,,
1232,"0610612","30","ヒトのからだと誕生",,,
1233,"0610612","31","ヒトと環境",,,
1234,"0610613","32","気象の観測",,,
1235,"0610613","33","天気の変化",,,
1236,"0610614","34","滑車・輪軸",,,
1237,"0610614","35","ばね・圧力・浮力",,,
1238,"0610615","36","電気エネルギー",,,
1239,"0610615","37","新しいエネルギー",,,
1240,"0610615","38","環境問題",,,
1241,"0610615","39","近年の気象現象",,,
1242,"0610699","99","その他",,,
1243,"0710601","01","生物の観察",,,
1244,"0710601","02","観察器具の使い方",,,
1245,"0710601","03","生物の特徴と分類のしかた",,,
1246,"0710602","04","花のつくりとはたらき",,,
1247,"0710602","05","種子植物",,,
1248,"0710603","06","種子植物の分類",,,
1249,"0710603","07","種子をつくらない植物",,,
1250,"0710603","08","植物の分類",,,
1251,"0710604","09","セキツイ動物と無セキツイ動物",,,
1252,"0710604","10","セキツイ動物の仲間の特徴",,,
1253,"0710604","11","哺乳類の肉食動物と草食動物",,,
1254,"0710604","12","セキツイ動物の分類",,,
1255,"0710605","13","無セキツイ動物",,,
1256,"0710605","14","節足動物",,,
1257,"0710605","15","軟体動物",,,
1258,"0710605","16","動物の分類",,,
1259,"0710606","17","加熱のしかた",,,
1260,"0710606","18","質量のはかり方",,,
1261,"0710606","19","体積のはかり方",,,
1262,"0710606","20","安全な実験のしかた",,,
1263,"0710607","21","有機物と無機物",,,
1264,"0710607","22","金属と非金属",,,
1265,"0710607","23","体積あたりの質量",,,
1266,"0710608","24","気体の集め方",,,
1267,"0710608","25","空気に含まれる気体の発生と性質",,,
1268,"0710608","26","いろいろな気体の発生と性質",,,
1269,"0710609","27","物質が水に溶けるようす",,,
1270,"0710609","28","水に溶ける物質の質量",,,
1271,"0710609","29","水に溶けた物質をとり出す",,,
1272,"0710610","30","物質の状態とその変化",,,
1273,"0710610","31","状態変化と質量・体積",,,
1274,"0710611","32","状態変化するときの温度",,,
1275,"0710611","33","混ざった物質を分ける",,,
1276,"0710612","34","光の進み方",,,
1277,"0710612","35","光の反射",,,
1278,"0710612","36","光の屈折",,,
1279,"0710613","37","凸レンズの性質",,,
1280,"0710613","38","凸レンズでできる像",,,
1281,"0710613","39","凸レンズを通る光の道筋と像のでき方",,,
1282,"0710614","40","音の伝わり方",,,
1283,"0710614","41","音の大きさと高さ",,,
1284,"0710615","42","力のはたらきと物体",,,
1285,"0710615","43","力の大きさと表し方",,,
1286,"0710615","44","力のつり合い",,,
1287,"0710616","45","火山の活動",,,
1288,"0710616","46","火成岩と鉱物",,,
1289,"0710616","47","火山による災害と恵み",,,
1290,"0710617","48","地震の揺れの伝わり方",,,
1291,"0710617","49","地震の２種類の揺れの調べ方",,,
1292,"0710617","50","震度とマグニチュード",,,
1293,"0710618","51","土地の変化と地形",,,
1294,"0710618","52","地層のでき方",,,
1295,"0710618","53","地層の広がり",,,
1296,"0710619","54","堆積岩",,,
1297,"0710619","55","化石",,,
1298,"0710619","56","地層からわかること",,,
1299,"0710619","57","地層からわかる大地の変動",,,
1300,"0710620","58","地球規模のプレートの動き",,,
