schedule_id,campus_cd,target_date,period_no,start_time,end_time,minutes,booth_cd,course_cd,student_id,tutor_id,subject_cd,create_kind,lesson_kind,how_to_kind,substitute_kind,absent_tutor_id,absent_status,tentative_status,regular_class_id,transfer_id,transfer_class_id,report_id,memo,adm_id,created_at,updated_at,deleted_at
222,99,2023/11/02,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
223,02,2023/11/02,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
224,98,2023/11/02,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
225,01,2023/11/03,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
226,01,2023/11/03,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
227,98,2023/11/03,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
228,02,2023/11/04,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
229,05,2023/11/04,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
230,99,2023/11/04,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
231,98,2023/11/04,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
232,01,2023/11/04,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
233,01,2023/11/04,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
234,11,2023/11/04,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
235,01,2023/11/06,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
236,01,2023/11/06,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
237,01,2023/11/06,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
238,01,2023/11/06,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
239,01,2023/11/07,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
240,01,2023/11/07,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
241,02,2023/11/07,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
242,02,2023/11/07,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
243,01,2023/11/07,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
244,01,2023/11/08,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
245,01,2023/11/08,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
246,02,2023/11/08,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
247,11,2023/11/08,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
248,99,2023/11/09,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
249,02,2023/11/09,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
250,98,2023/11/09,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
251,01,2023/11/10,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
252,01,2023/11/10,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
253,98,2023/11/10,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
254,02,2023/11/11,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
255,05,2023/11/11,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
256,99,2023/11/11,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
257,98,2023/11/11,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
258,01,2023/11/11,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
259,01,2023/11/11,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
260,11,2023/11/11,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
261,01,2023/11/13,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
262,01,2023/11/13,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
263,01,2023/11/13,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
264,01,2023/11/13,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
265,01,2023/11/14,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
266,01,2023/11/14,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
267,02,2023/11/14,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
268,02,2023/11/14,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
269,01,2023/11/14,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
270,01,2023/11/15,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
271,01,2023/11/15,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
272,02,2023/11/15,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
273,11,2023/11/15,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
274,99,2023/11/16,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
275,02,2023/11/16,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
276,98,2023/11/16,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
277,01,2023/11/17,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
278,01,2023/11/17,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
279,98,2023/11/17,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
280,02,2023/11/18,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
281,05,2023/11/18,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
282,99,2023/11/18,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
283,98,2023/11/18,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
284,01,2023/11/18,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
285,01,2023/11/18,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
286,11,2023/11/18,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
287,01,2023/11/20,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
288,01,2023/11/20,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
289,01,2023/11/20,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
290,01,2023/11/20,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
291,01,2023/11/21,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
292,01,2023/11/21,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
293,02,2023/11/21,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
294,02,2023/11/21,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
295,01,2023/11/21,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
296,01,2023/11/22,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
297,01,2023/11/22,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
298,02,2023/11/22,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
299,11,2023/11/22,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
300,99,2023/11/23,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
301,02,2023/11/23,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
302,98,2023/11/23,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
303,01,2023/11/24,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
304,01,2023/11/24,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
305,98,2023/11/24,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
306,02,2023/11/25,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
307,05,2023/11/25,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
308,99,2023/11/25,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
309,98,2023/11/25,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
310,01,2023/11/25,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
311,01,2023/11/25,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
312,11,2023/11/25,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
313,01,2023/11/27,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
314,01,2023/11/27,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
315,01,2023/11/27,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
316,01,2023/11/27,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
317,01,2023/11/28,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
318,01,2023/11/28,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
319,02,2023/11/28,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
320,02,2023/11/28,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
321,01,2023/11/28,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
322,01,2023/11/29,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
323,01,2023/11/29,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
324,02,2023/11/29,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
325,11,2023/11/29,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
326,99,2023/11/30,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
327,02,2023/11/30,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
328,98,2023/11/30,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
329,01,2023/12/01,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
330,01,2023/12/01,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
331,98,2023/12/01,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
332,02,2023/12/02,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
333,05,2023/12/02,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
334,99,2023/12/02,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
335,98,2023/12/02,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
336,01,2023/12/02,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
337,01,2023/12/02,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
338,11,2023/12/02,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
339,01,2023/12/04,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
340,01,2023/12/04,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
341,01,2023/12/04,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
342,01,2023/12/04,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
343,01,2023/12/05,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
344,01,2023/12/05,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
345,02,2023/12/05,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
346,02,2023/12/05,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
347,01,2023/12/05,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
348,01,2023/12/06,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
349,01,2023/12/06,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
350,02,2023/12/06,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
351,11,2023/12/06,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
352,99,2023/12/07,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
353,02,2023/12/07,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
354,98,2023/12/07,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
355,01,2023/12/08,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
356,01,2023/12/08,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
357,98,2023/12/08,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
358,02,2023/12/09,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
359,05,2023/12/09,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
360,99,2023/12/09,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
361,98,2023/12/09,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
362,01,2023/12/09,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
363,01,2023/12/09,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
364,11,2023/12/09,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
365,01,2023/12/11,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
366,01,2023/12/11,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
367,01,2023/12/11,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
368,01,2023/12/11,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
369,01,2023/12/12,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
370,01,2023/12/12,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
371,02,2023/12/12,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
372,02,2023/12/12,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
373,01,2023/12/12,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
374,01,2023/12/13,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
375,01,2023/12/13,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
376,02,2023/12/13,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
377,11,2023/12/13,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
378,99,2023/12/14,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
379,02,2023/12/14,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
380,98,2023/12/14,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
381,01,2023/12/15,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
382,01,2023/12/15,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
383,98,2023/12/15,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
384,02,2023/12/16,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
385,05,2023/12/16,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
386,99,2023/12/16,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
387,98,2023/12/16,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
388,01,2023/12/16,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
389,01,2023/12/16,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
390,11,2023/12/16,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
391,01,2023/12/18,5,16:45:00,18:15:00,90,101,10300,,101,501,0,1,0,0,,0,0,1,,,,,200,,,
392,01,2023/12/18,6,18:30:00,20:00:00,90,101,10100,7,103,101,0,1,0,0,,0,0,2,,,,,200,,,
393,01,2023/12/18,7,20:15:00,21:45:00,90,101,90100,7,,,0,0,0,0,,0,0,3,,,,,200,,,
394,01,2023/12/18,7,20:15:00,21:45:00,90,102,10100,10,102,105,0,1,0,0,,0,0,4,,,,,200,,,
395,01,2023/12/19,5,16:45:00,18:15:00,90,101,10100,6,101,103,0,1,0,0,,0,0,5,,,,,200,,,
396,01,2023/12/19,5,16:45:00,18:15:00,90,102,10100,13,104,102,0,1,0,0,,0,0,6,,,,,200,,,
397,02,2023/12/19,6,18:30:00,20:00:00,90,201,10100,8,105,101,0,1,0,0,,0,0,7,,,,,200,,,
398,02,2023/12/19,7,20:15:00,21:45:00,90,201,10100,11,105,108,0,1,0,0,,0,0,8,,,,,200,,,
399,01,2023/12/19,7,20:15:00,21:45:00,90,101,10100,10,103,115,0,1,0,0,,0,0,9,,,,,200,,,
400,01,2023/12/20,5,16:45:00,18:15:00,90,101,10100,9,101,503,0,1,0,0,,0,0,10,,,,,200,,,
401,01,2023/12/20,6,18:30:00,20:00:00,90,101,10500,9,101,503,0,1,0,0,,0,0,11,,,,,200,,,
402,02,2023/12/20,7,20:15:00,21:45:00,90,102,10100,14,105,107,0,1,0,0,,0,0,12,,,,,200,,,
403,11,2023/12/20,6,19:45:00,21:45:00,120,301,10600,18,106,101,0,1,0,0,,0,0,13,,,,,200,,,
404,99,2023/12/21,5,16:45:00,18:15:00,90,991,10400,4,104,103,0,1,4,0,,0,0,14,,,,,200,,,
405,02,2023/12/21,6,18:30:00,20:00:00,90,201,10100,11,105,101,0,1,0,0,,0,0,15,,,,,200,,,
406,98,2023/12/21,7,20:15:00,21:45:00,90,981,10100,15,103,107,0,1,1,0,,0,0,16,,,,,200,,,
407,01,2023/12/22,5,16:45:00,18:15:00,90,102,10200,,101,101,0,1,0,0,,0,0,17,,,,,200,,,
408,01,2023/12/22,6,18:30:00,20:00:00,90,101,10100,7,103,102,0,1,0,0,,0,0,18,,,,,200,,,
409,98,2023/12/22,7,20:15:00,21:45:00,90,981,20100,,103,101,0,1,1,0,,0,0,19,,,,,200,,,
410,02,2023/12/23,1,9:00:00,10:30:00,90,201,10100,7,105,106,0,1,0,0,,0,0,20,,,,,200,,,
411,05,2023/12/23,2,10:45:00,12:15:00,90,501,10100,8,106,102,0,1,0,0,,0,0,21,,,,,200,,,
412,99,2023/12/23,3,13:15:00,14:45:00,90,991,10400,10,104,101,0,1,4,0,,0,0,22,,,,,200,,,
413,98,2023/12/23,4,15:00:00,16:30:00,90,981,10100,9,103,106,0,1,1,0,,0,0,23,,,,,200,,,
414,01,2023/12/23,5,16:45:00,18:15:00,90,105,20100,,103,102,0,1,0,0,,0,0,24,,,,,200,,,
415,01,2023/12/23,6,18:30:00,20:00:00,90,101,10100,12,102,105,0,1,0,0,,0,0,25,,,,,200,,,
416,11,2023/12/23,6,19:45:00,21:45:00,120,301,10600,18,106,102,0,1,0,0,,0,0,26,,,,,200,,,
